"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2025-07-25 11:00:00","2025-07-25 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6445834,6445834,0,1314949,0.204
"2025-07-25 12:00:00","2025-07-25 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5356993,5356993,0,1092826,0.204
"2025-07-25 13:00:00","2025-07-25 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5313849,5313849,0,1084024,0.204
"2025-07-25 14:00:00","2025-07-25 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5525249,5525249,0,1127150,0.204
"2025-07-25 15:00:00","2025-07-25 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6685131,6685131,0,1363766,0.204
"2025-07-25 16:00:00","2025-07-25 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7370942,7370942,0,1503671,0.204
"2025-07-25 17:00:00","2025-07-25 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7333900,7333900,0,1496115,0.204
"2025-07-25 18:00:00","2025-07-25 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7007778,7007778,0,1429586,0.204
"2025-07-25 19:00:00","2025-07-25 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6806808,6806808,0,1388588,0.204
"2025-07-25 20:00:00","2025-07-25 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6258140,6258140,0,1276659,0.204
"2025-07-25 21:00:00","2025-07-25 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5196629,5196629,0,1060112,0.204
"2025-07-25 22:00:00","2025-07-25 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3665215,3665215,0,747703,0.204
"2025-07-25 23:00:00","2025-07-26 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3019769,3019769,0,616032,0.204
"2025-07-26 00:00:00","2025-07-26 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2784252,2784252,0,567987,0.204
"2025-07-26 01:00:00","2025-07-26 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2748439,2748439,0,560681,0.204
"2025-07-26 02:00:00","2025-07-26 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2808939,2808939,0,573023,0.204
"2025-07-26 03:00:00","2025-07-26 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2991615,2991615,0,610289,0.204
"2025-07-26 04:00:00","2025-07-26 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3845340,3845340,0,784449,0.204
"2025-07-26 05:00:00","2025-07-26 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4803562,4803562,0,979926,0.204
"2025-07-26 06:00:00","2025-07-26 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5686562,5686562,0,1160058,0.204
"2025-07-26 07:00:00","2025-07-26 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5740584,5740584,0,1171079,0.204
"2025-07-26 08:00:00","2025-07-26 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5166998,5166998,0,1054067,0.204
"2025-07-26 09:00:00","2025-07-26 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4782541,4782541,0,975637,0.204
"2025-07-26 10:00:00","2025-07-26 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4516303,4516303,0,921325,0.204
"2025-07-26 11:00:00","2025-07-26 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4286693,4286693,0,874485,0.204
"2025-07-26 12:00:00","2025-07-26 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4115873,4115873,0,839637,0.204
"2025-07-26 13:00:00","2025-07-26 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4071906,4071906,0,830668,0.204
"2025-07-26 14:00:00","2025-07-26 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4818794,4818794,0,983033,0.204
"2025-07-26 15:00:00","2025-07-26 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5826816,5826816,0,1188669,0.204
"2025-07-26 16:00:00","2025-07-26 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6059223,6059223,0,1236080,0.204
"2025-07-26 17:00:00","2025-07-26 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6492629,6492629,0,1324496,0.204
"2025-07-26 18:00:00","2025-07-26 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6461098,6461098,0,1318063,0.204
"2025-07-26 19:00:00","2025-07-26 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6072519,6072519,0,1238793,0.204
"2025-07-26 20:00:00","2025-07-26 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5339077,5339077,0,1089170,0.204
"2025-07-26 21:00:00","2025-07-26 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4501649,4501649,0,918335,0.204
"2025-07-26 22:00:00","2025-07-26 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3391055,3391055,0,691774,0.204
"2025-07-26 23:00:00","2025-07-27 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2845268,2845268,0,580434,0.204
"2025-07-27 00:00:00","2025-07-27 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2606449,2606449,0,531714,0.203999
"2025-07-27 01:00:00","2025-07-27 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2500456,2500456,0,510092,0.204
"2025-07-27 02:00:00","2025-07-27 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2572568,2572568,0,524803,0.204
"2025-07-27 03:00:00","2025-07-27 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2793475,2793475,0,569868,0.204
"2025-07-27 04:00:00","2025-07-27 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3344577,3344577,0,682293,0.204
"2025-07-27 05:00:00","2025-07-27 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4112268,4112268,0,838901,0.204
"2025-07-27 06:00:00","2025-07-27 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4792353,4792353,0,977639,0.204
"2025-07-27 07:00:00","2025-07-27 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5205085,5205085,0,1061837,0.204
"2025-07-27 08:00:00","2025-07-27 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5123929,5123929,0,1045281,0.204
"2025-07-27 09:00:00","2025-07-27 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4829771,4829771,0,985272,0.204
"2025-07-27 10:00:00","2025-07-27 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4422506,4422506,0,902190,0.204
"2025-07-27 11:00:00","2025-07-27 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4045575,4045575,0,825296,0.204
"2025-07-27 12:00:00","2025-07-27 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3730261,3730261,0,760972,0.204
"2025-07-27 13:00:00","2025-07-27 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3533671,3533671,0,720868,0.204
"2025-07-27 14:00:00","2025-07-27 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3998864,3998864,0,815768,0.204
"2025-07-27 15:00:00","2025-07-27 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5245055,5245055,0,1069991,0.204
"2025-07-27 16:00:00","2025-07-27 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5988517,5988517,0,1221656,0.204
"2025-07-27 17:00:00","2025-07-27 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6516598,6516598,0,1329385,0.204
"2025-07-27 18:00:00","2025-07-27 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6678081,6678081,0,1362328,0.204
"2025-07-27 19:00:00","2025-07-27 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6211419,6211419,0,1267129,0.204
"2025-07-27 20:00:00","2025-07-27 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5333819,5333819,0,1088098,0.204
"2025-07-27 21:00:00","2025-07-27 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4417526,4417526,0,901174,0.204
"2025-07-27 22:00:00","2025-07-27 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3295951,3295951,0,672373,0.204
"2025-07-27 23:00:00","2025-07-28 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2772285,2772285,0,565545,0.204
"2025-07-28 00:00:00","2025-07-28 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2582115,2582115,0,526751,0.204
"2025-07-28 01:00:00","2025-07-28 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2619373,2619373,0,534351,0.204
"2025-07-28 02:00:00","2025-07-28 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,2895421,2895421,0,590664,0.203999
"2025-07-28 03:00:00","2025-07-28 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3617593,3617593,0,737988,0.204
"2025-07-28 04:00:00","2025-07-28 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5491524,5491524,0,1120269,0.204
"2025-07-28 05:00:00","2025-07-28 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7248503,7248503,0,1478694,0.204
"2025-07-28 06:00:00","2025-07-28 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7860100,7860100,0,1603460,0.204
"2025-07-28 07:00:00","2025-07-28 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7262199,7262199,0,1481488,0.204
"2025-07-28 08:00:00","2025-07-28 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6272972,6272972,0,1279686,0.204
"2025-07-28 09:00:00","2025-07-28 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5879436,5879436,0,1199404,0.204
"2025-07-28 10:00:00","2025-07-28 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5718936,5718936,0,1166662,0.204
"2025-07-28 11:00:00","2025-07-28 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5269310,5269310,0,1074938,0.204
"2025-07-28 12:00:00","2025-07-28 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4930769,4930769,0,1005876,0.204
"2025-07-28 13:00:00","2025-07-28 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4741177,4741177,0,967199,0.204
"2025-07-28 14:00:00","2025-07-28 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4995661,4995661,0,1019114,0.204
"2025-07-28 15:00:00","2025-07-28 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5976271,5976271,0,1219158,0.204
"2025-07-28 16:00:00","2025-07-28 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6366584,6366584,0,1298782,0.204
"2025-07-28 17:00:00","2025-07-28 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6606432,6606432,0,1347711,0.204
"2025-07-28 18:00:00","2025-07-28 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7129784,7129784,0,1454475,0.204
"2025-07-28 19:00:00","2025-07-28 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6926404,6926404,0,1412985,0.204
"2025-07-28 20:00:00","2025-07-28 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6322099,6322099,0,1289707,0.204
"2025-07-28 21:00:00","2025-07-28 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4521162,4521162,0,922316,0.204
"2025-07-28 22:00:00","2025-07-28 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3395852,3395852,0,692753,0.204
"2025-07-28 23:00:00","2025-07-29 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3042151,3042151,0,620597,0.203999
"2025-07-29 00:00:00","2025-07-29 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3009901,3009901,0,614018,0.203999
"2025-07-29 01:00:00","2025-07-29 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3093995,3093995,0,631174,0.204
"2025-07-29 02:00:00","2025-07-29 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3293235,3293235,0,671819,0.204
"2025-07-29 03:00:00","2025-07-29 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4128589,4128589,0,842232,0.204
"2025-07-29 04:00:00","2025-07-29 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6446628,6446628,0,1315111,0.204
"2025-07-29 05:00:00","2025-07-29 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8126659,8126659,0,1657838,0.204
"2025-07-29 06:00:00","2025-07-29 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8066512,8066512,0,1645567,0.204
"2025-07-29 07:00:00","2025-07-29 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6761782,6761782,0,1379402,0.204
"2025-07-29 08:00:00","2025-07-29 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5964405,5964405,0,1216738,0.204
"2025-07-29 09:00:00","2025-07-29 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5415256,5415256,0,1104711,0.204
"2025-07-29 10:00:00","2025-07-29 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5024975,5024975,0,1025094,0.204
"2025-07-29 11:00:00","2025-07-29 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4670939,4670939,0,952870,0.204
"2025-07-29 12:00:00","2025-07-29 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4403822,4403822,0,898379,0.204
"2025-07-29 13:00:00","2025-07-29 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4308134,4308134,0,878858,0.204
"2025-07-29 14:00:00","2025-07-29 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4753433,4753433,0,969699,0.204
"2025-07-29 15:00:00","2025-07-29 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5998744,5998744,0,1223743,0.204
"2025-07-29 16:00:00","2025-07-29 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6896208,6896208,0,1406826,0.204
"2025-07-29 17:00:00","2025-07-29 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8087380,8087380,0,1649825,0.204
"2025-07-29 18:00:00","2025-07-29 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8167165,8167165,0,1666101,0.204
"2025-07-29 19:00:00","2025-07-29 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7898921,7898921,0,1611378,0.204
"2025-07-29 20:00:00","2025-07-29 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7418637,7418637,0,1513401,0.204
"2025-07-29 21:00:00","2025-07-29 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6193973,6193973,0,1263570,0.204
"2025-07-29 22:00:00","2025-07-29 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4332334,4332334,0,883795,0.204
"2025-07-29 23:00:00","2025-07-30 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3775482,3775482,0,770198,0.204
"2025-07-30 00:00:00","2025-07-30 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3491840,3491840,0,712334,0.204
"2025-07-30 01:00:00","2025-07-30 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3286815,3286815,0,670509,0.204
"2025-07-30 02:00:00","2025-07-30 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3480929,3480929,0,710108,0.204
"2025-07-30 03:00:00","2025-07-30 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4314788,4314788,0,880215,0.204
"2025-07-30 04:00:00","2025-07-30 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6236523,6236523,0,1272250,0.204
"2025-07-30 05:00:00","2025-07-30 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7484581,7484581,0,1526854,0.204
"2025-07-30 06:00:00","2025-07-30 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7706389,7706389,0,1572102,0.204
"2025-07-30 07:00:00","2025-07-30 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6686323,6686323,0,1364009,0.204
"2025-07-30 08:00:00","2025-07-30 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6255555,6255555,0,1276132,0.204
"2025-07-30 09:00:00","2025-07-30 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5501284,5501284,0,1122261,0.204
"2025-07-30 10:00:00","2025-07-30 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4979941,4979941,0,1015907,0.204
"2025-07-30 11:00:00","2025-07-30 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4801714,4801714,0,979549,0.204
"2025-07-30 12:00:00","2025-07-30 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4582540,4582540,0,934837,0.204
"2025-07-30 13:00:00","2025-07-30 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4562274,4562274,0,930703,0.204
"2025-07-30 14:00:00","2025-07-30 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4834398,4834398,0,986216,0.204
"2025-07-30 15:00:00","2025-07-30 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5655123,5655123,0,1153644,0.204
"2025-07-30 16:00:00","2025-07-30 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7269673,7269673,0,1483012,0.204
"2025-07-30 17:00:00","2025-07-30 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8078054,8078054,0,1647922,0.204
"2025-07-30 18:00:00","2025-07-30 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7432680,7432680,0,1516266,0.204
"2025-07-30 19:00:00","2025-07-30 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7287910,7287910,0,1486733,0.204
"2025-07-30 20:00:00","2025-07-30 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6835718,6835718,0,1394486,0.204
"2025-07-30 21:00:00","2025-07-30 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5066526,5066526,0,1033570,0.204
"2025-07-30 22:00:00","2025-07-30 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3669181,3669181,0,748512,0.204
"2025-07-30 23:00:00","2025-07-31 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3282658,3282658,0,669661,0.204
"2025-07-31 00:00:00","2025-07-31 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3135095,3135095,0,639558,0.204
"2025-07-31 01:00:00","2025-07-31 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3166651,3166651,0,645996,0.204
"2025-07-31 02:00:00","2025-07-31 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3486498,3486498,0,711244,0.204
"2025-07-31 03:00:00","2025-07-31 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4489186,4489186,0,915793,0.204
"2025-07-31 04:00:00","2025-07-31 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6706613,6706613,0,1368148,0.204
"2025-07-31 05:00:00","2025-07-31 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7973301,7973301,0,1626552,0.204
"2025-07-31 06:00:00","2025-07-31 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8286504,8286504,0,1690446,0.204
"2025-07-31 07:00:00","2025-07-31 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7267509,7267509,0,1482571,0.204
"2025-07-31 08:00:00","2025-07-31 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6445733,6445733,0,1314929,0.204
"2025-07-31 09:00:00","2025-07-31 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5865539,5865539,0,1196569,0.204
"2025-07-31 10:00:00","2025-07-31 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5472645,5472645,0,1116418,0.204
"2025-07-31 11:00:00","2025-07-31 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5067918,5067918,0,1033854,0.204
"2025-07-31 12:00:00","2025-07-31 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5048613,5048613,0,1029916,0.204
"2025-07-31 13:00:00","2025-07-31 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6010510,6010510,0,1226143,0.204
"2025-07-31 14:00:00","2025-07-31 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6802401,6802401,0,1387688,0.204
"2025-07-31 15:00:00","2025-07-31 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7454833,7454833,0,1520785,0.204
"2025-07-31 16:00:00","2025-07-31 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8150562,8150562,0,1662714,0.204
"2025-07-31 17:00:00","2025-07-31 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8331790,8331790,0,1699684,0.204
"2025-07-31 18:00:00","2025-07-31 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7916925,7916925,0,1615052,0.204
"2025-07-31 19:00:00","2025-07-31 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7556192,7556192,0,1541462,0.204
"2025-07-31 20:00:00","2025-07-31 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6945239,6945239,0,1416828,0.204
"2025-07-31 21:00:00","2025-07-31 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5766898,5766898,0,1176446,0.204
"2025-07-31 22:00:00","2025-07-31 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4657360,4657360,0,950100,0.204
"2025-07-31 23:00:00","2025-08-01 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4152073,4152073,0,847022,0.204
"2025-08-01 00:00:00","2025-08-01 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3657601,3657601,0,746150,0.204
"2025-08-01 01:00:00","2025-08-01 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3544700,3544700,0,723117,0.203999
"2025-08-01 02:00:00","2025-08-01 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,3762431,3762431,0,767535,0.204
"2025-08-01 03:00:00","2025-08-01 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4650814,4650814,0,948765,0.204
"2025-08-01 04:00:00","2025-08-01 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6466951,6466951,0,1319257,0.204
"2025-08-01 05:00:00","2025-08-01 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7716890,7716890,0,1574245,0.204
"2025-08-01 06:00:00","2025-08-01 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,8079628,8079628,0,1648243,0.204
"2025-08-01 07:00:00","2025-08-01 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,7540398,7540398,0,1538240,0.204
"2025-08-01 08:00:00","2025-08-01 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6531980,6531980,0,1332523,0.204
"2025-08-01 09:00:00","2025-08-01 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,6028131,6028131,0,1229737,0.204
"2025-08-01 10:00:00","2025-08-01 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5591363,5591363,0,1140637,0.204
"2025-08-01 11:00:00","2025-08-01 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,5254955,5254955,0,1072009,0.204
"2025-08-01 12:00:00","2025-08-01 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,4917710,4917710,0,1003212,0.204
